LoanID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,CIBIL_Score,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months
320,25000,25000,0.1,36,debt_consolidation,0.15,RENT,5500,730,9,11395,0
321,5000,4975,0.06,36,major_purchase,0.06,MORTGAGE,12083.33,785,10,792,0
322,12000,12000,0.12,60,home_improvement,0.04,MORTGAGE,3583.33,755,5,3942,2
323,20000,20000,0.2,36,debt_consolidation,0.14,MORTGAGE,7965,665,18,18809,1
324,10000,10000,0.16,36,debt_consolidation,0.13,RENT,4416.67,665,9,23870,1
325,9750,9750,0.2,36,other,0.11,RENT,3033.33,660,13,8688,1
326,10000,10000,0.14,36,debt_consolidation,0.15,MORTGAGE,6000,685,13,8178,0
327,3000,2057.84,0.1,36,small_business,0.04,OWN,4350,680,3,8414,4
328,25000,25000,0.2,60,debt_consolidation,0.01,MORTGAGE,5666.67,700,6,92,0
329,5000,5000,0.14,36,other,0.19,MORTGAGE,8583,670,9,8097,1
330,6500,6500,0.06,36,credit_card,0.23,MORTGAGE,6400,730,11,7435,0
331,8325,8325,0.15,36,debt_consolidation,0.15,RENT,2916.67,670,13,7171,0
332,20000,20000,0.15,60,small_business,0.14,MORTGAGE,8333.33,710,15,22246,0
333,12000,12000,0.12,36,credit_card,0.2,MORTGAGE,5166.67,710,9,10054,1
334,9500,9475,0.1,60,small_business,0.14,MORTGAGE,5000,755,10,46358,0
335,12000,11862.38,0.06,60,debt_consolidation,0.22,MORTGAGE,4166.67,780,12,14464,1
336,7200,7200,0.11,60,debt_consolidation,0.17,RENT,2944,715,11,5459,0
337,8500,8500,0.1,36,credit_card,0.11,MORTGAGE,6091.83,710,18,10568,0
338,17475,17475,0.19,60,debt_consolidation,0.23,MORTGAGE,4583.33,685,13,15852,3
339,10000,10000,0.12,36,home_improvement,0.13,MORTGAGE,3113.83,690,9,6634,0
340,18000,17975,0.22,60,house,0.02,RENT,4583.33,660,6,4243,3
341,4800,4775,0.05,36,medical,0.2,MORTGAGE,7466.83,785,19,13461,2
342,5000,5000,0.08,36,wedding,0.16,MORTGAGE,2298.75,720,10,12346,0
343,20000,19925,0.12,36,credit_card,0.1,RENT,3750,720,6,15762,0
344,12300,12300,0.15,36,debt_consolidation,0.19,MORTGAGE,5000,710,13,4460,2
345,28000,27950,0.23,60,debt_consolidation,0.1,MORTGAGE,6125,675,11,18101,2
346,1675,1675,0.11,36,debt_consolidation,0.05,RENT,2080,690,4,1466,0
347,7500,7500,0.17,36,car,0.05,RENT,4000,685,3,8398,0
348,9200,9200,0.13,36,debt_consolidation,0.15,MORTGAGE,12833.33,675,12,17391,0
349,8000,8000,0.16,36,credit_card,0.11,MORTGAGE,4583.33,675,13,4084,3
350,5000,5000,0.11,36,moving,0.23,RENT,2000,690,8,8339,0
351,19125,19125,0.18,60,other,0.16,OWN,3333.33,690,8,7858,0
352,5075,5050,0.06,36,debt_consolidation,0.2,MORTGAGE,5000,790,9,269,3
353,7000,6975,0.1,36,debt_consolidation,0.23,MORTGAGE,3275,710,8,14075,1
354,5000,5000,0.12,36,debt_consolidation,0.17,MORTGAGE,6800,675,16,25524,0
355,35000,33500,0.13,60,small_business,0.11,MORTGAGE,15583.33,760,10,9,1
356,2225,2225,0.15,36,credit_card,0.24,MORTGAGE,3250,670,9,26854,1
357,4000,4000,0.1,36,major_purchase,0.05,RENT,3168,715,5,6916,2
358,16000,16000,0.08,36,debt_consolidation,0.02,MORTGAGE,7083.33,740,11,3076,0
359,15500,15500,0.18,36,debt_consolidation,0.28,OWN,3333.33,675,10,8692,0
360,16000,16000,0.13,60,debt_consolidation,0.15,MORTGAGE,7916.67,695,9,22918,2
361,9000,9000,0.13,60,debt_consolidation,0.06,RENT,3678.08,710,8,7556,2
362,20000,18275,0.16,60,wedding,0.25,MORTGAGE,6000,710,14,12231,3
363,20000,19900,0.18,60,credit_card,0.1,MORTGAGE,10000,685,8,106527,0
364,30000,30000,0.23,60,debt_consolidation,0.25,RENT,6041.67,690,12,39144,0
365,10000,10000,0.11,36,debt_consolidation,0.07,RENT,3833.33,735,3,10187,0
366,14000,14000,0.19,36,credit_card,0.31,MORTGAGE,5000,660,15,12728,3
367,5000,4525,0.07,36,other,0.01,NONE,NA,800,NA,NA,NA
368,18000,18000,0.15,60,other,0.23,RENT,5734.08,710,13,2819,0
369,10000,10000,0.07,36,debt_consolidation,0.19,MORTGAGE,5208.33,740,8,28302,0
370,25975,25975,0.13,60,house,0.16,MORTGAGE,4583.33,735,6,3607,0
371,10350,10350,0.14,36,car,0.2,RENT,3333.33,690,10,10841,1
372,10850,10850,0.18,36,debt_consolidation,0.34,OWN,2708.33,660,7,9577,0
373,4075,4075,0.05,36,home_improvement,0.23,MORTGAGE,3750,770,6,34103,1
374,14500,10168.89,0.11,60,credit_card,0.14,MORTGAGE,3584.62,755,6,18555,0
375,12000,12000,0.1,36,debt_consolidation,0.27,MORTGAGE,5000,710,12,10490,0
376,1000,1000,0.23,36,other,0.2,RENT,884.9,665,4,5561,0
377,5900,5900,0.13,36,debt_consolidation,0.14,MORTGAGE,3010,700,8,5921,0
378,9950,9925,0.13,36,debt_consolidation,0.24,MORTGAGE,2500,705,17,16618,1
379,7200,7200,0.06,36,debt_consolidation,0.17,MORTGAGE,3416.67,790,14,4838,0
380,14750,14750,0.17,60,debt_consolidation,0.17,MORTGAGE,2500,685,8,11003,1
381,5000,4975,0.17,36,other,0.03,RENT,3000,690,4,2474,8
382,20000,20000,0.15,36,debt_consolidation,0.19,MORTGAGE,6250,715,12,14308,1
383,18400,18375,0.19,60,debt_consolidation,0.23,MORTGAGE,7400,705,14,10439,2
384,7200,4167.97,0.14,36,other,0.14,OWN,3583,700,3,1621,1
385,18000,17994.17,0.14,60,debt_consolidation,0.02,MORTGAGE,4364.58,725,9,1721,3
386,8000,8000,0.12,36,debt_consolidation,0.25,RENT,3166.67,690,10,5428,0
387,4000,4000,0.09,36,small_business,0.13,MORTGAGE,5166.67,720,9,7171,2
388,6000,6000,0.13,36,debt_consolidation,0.18,RENT,3750,690,18,14468,3
389,6250,6100,0.1,36,debt_consolidation,0.18,MORTGAGE,2400,720,5,14863,0
390,5375,5375,0.14,36,car,0.15,MORTGAGE,5416.67,685,13,4087,2
391,8875,8875,0.15,36,debt_consolidation,0.15,RENT,2302,665,8,10008,0
392,7000,7000,0.11,36,debt_consolidation,0.07,RENT,3333.33,700,7,12168,0
393,12000,12000,0.15,36,debt_consolidation,0.22,RENT,6416.67,680,20,11583,2
394,21250,21250,0.19,36,credit_card,0.27,OWN,4500,670,15,25287,2
395,3600,3600,0.2,60,car,0.22,MORTGAGE,3200,680,13,11702,0
396,12000,12000,0.14,36,debt_consolidation,0.28,MORTGAGE,3333.33,670,11,10727,0
397,10050,10050,0.14,36,credit_card,0.16,RENT,2500,690,7,13337,2
398,4025,4025,0.09,36,credit_card,0.15,MORTGAGE,5000,700,12,15943,0
399,5000,5000,0.07,36,debt_consolidation,0.01,RENT,5000,780,8,531,1
400,16500,16400,0.12,60,small_business,0.12,MORTGAGE,2750,775,11,2316,1
401,10000,10000,0.07,36,home_improvement,0.08,MORTGAGE,5833.33,735,12,3181,0
402,7500,-0.01,0.12,36,educational,0.21,MORTGAGE,8750,685,14,20947,7
403,10000,10000,0.06,36,debt_consolidation,0.25,MORTGAGE,2940.25,755,8,5904,0
404,10000,10000,0.09,36,credit_card,0.23,RENT,2083.33,715,8,12724,0
405,18000,18000,0.08,36,credit_card,0.18,RENT,5833.33,730,16,12522,0
406,7000,7000,0.16,36,credit_card,0.25,MORTGAGE,3833.33,680,20,18792,3
407,22000,21975,0.22,60,debt_consolidation,0.34,MORTGAGE,5083.33,670,14,31152,2
408,6000,6000,0.13,36,debt_consolidation,0.12,RENT,1000,685,18,3622,2
409,5600,5600,0.07,36,wedding,0.07,MORTGAGE,5833.33,750,8,8125,1
410,9500,9500,0.12,36,debt_consolidation,0.24,MORTGAGE,2519.17,705,7,8673,1
411,12000,12000,0.13,36,debt_consolidation,0.18,MORTGAGE,9666.67,680,12,17226,0
412,7200,7200,0.1,36,debt_consolidation,0.09,MORTGAGE,4416.67,675,10,4137,0
413,5000,5000,0.16,36,debt_consolidation,0.26,RENT,6612,665,6,14283,0
414,8250,8086.75,0.16,60,home_improvement,0.16,MORTGAGE,2917,695,13,4479,1
415,30000,30000,0.22,60,debt_consolidation,0.2,MORTGAGE,7916.67,690,9,4202,3
416,10075,10075,0.16,60,debt_consolidation,0.24,MORTGAGE,6583.33,700,15,13259,1
417,9050,9050,0.13,36,credit_card,0.21,MORTGAGE,5166.67,700,9,7571,1
418,17500,17500,0.1,36,credit_card,0.24,MORTGAGE,3333.33,700,10,21483,0
419,10000,5334.01,0.07,36,car,0.09,RENT,4166.67,730,5,6381,0
420,10000,10000,0.09,36,other,0.2,RENT,2870.42,715,11,18802,0
421,8500,8500,0.16,36,debt_consolidation,0.17,RENT,2500,690,6,6491,1
422,16000,15975,0.15,36,debt_consolidation,0.2,RENT,3666.67,675,15,6875,0
423,2350,2350,0.14,36,credit_card,0.11,MORTGAGE,1833.33,725,3,7463,1
424,10000,9924.07,0.07,36,medical,0.05,RENT,6083.33,730,10,7337,1
425,25000,24975,0.16,60,debt_consolidation,0.21,MORTGAGE,5458.33,735,26,27327,1
426,8000,8000,0.14,36,credit_card,0.27,RENT,3500,685,19,16395,2
427,6000,6000,0.13,36,credit_card,0.17,MORTGAGE,4166.67,670,9,4500,0
428,4000,4000,0.13,36,credit_card,0.12,RENT,5416.67,685,12,6616,1
429,11500,11500,0.11,36,credit_card,0.18,RENT,2916.67,715,14,13851,1
430,12000,12000,0.1,36,wedding,0.04,RENT,12500,705,9,22889,0
431,15250,13914.17,0.16,60,debt_consolidation,0.21,RENT,2916.67,690,10,17931,0
432,5000,5000,0.13,36,debt_consolidation,0.09,RENT,3500,695,6,3555,0
433,6000,6000,0.08,36,wedding,0.21,RENT,3750,715,12,4318,0
434,18225,18225,0.16,60,credit_card,0.23,RENT,3166.67,710,7,12233,2
435,15000,15000,0.1,36,debt_consolidation,0.17,MORTGAGE,6312,735,17,14339,2
436,4000,3882.78,0.06,36,moving,0.24,RENT,4666.67,760,7,2889,2
437,27000,27000,0.12,60,debt_consolidation,0.18,MORTGAGE,7083.33,715,13,25137,0
438,15000,14925,0.14,36,other,0.05,RENT,3000,705,4,5936,1
439,4950,4950,0.1,36,other,0.17,RENT,1403.33,725,4,2738,1
440,21000,20925,0.1,36,credit_card,0.14,RENT,6250,730,8,21102,0
441,9000,9000,0.15,36,credit_card,0.16,RENT,5000,675,7,4532,1
442,21000,21000,0.19,60,debt_consolidation,0.32,MORTGAGE,9583.33,695,19,30589,1
443,8000,8000,0.19,36,debt_consolidation,0.03,RENT,3333.33,660,4,2832,0
444,23000,21457.14,0.07,60,debt_consolidation,0.12,MORTGAGE,4583.33,760,6,17695,2
445,10000,10000,0.15,36,debt_consolidation,0.17,MORTGAGE,8333.33,680,18,39461,2
446,5000,4947.35,0.1,60,credit_card,0.11,RENT,6400,730,8,5783,0
447,5350,5350,0.1,36,home_improvement,0.16,MORTGAGE,11250,730,11,19184,3
448,10000,10000,0.12,36,credit_card,0.1,RENT,3500,705,9,10912,1
449,24000,23975,0.1,36,debt_consolidation,0.16,MORTGAGE,5416.67,720,11,17882,0
450,24000,24000,0.08,36,debt_consolidation,0.14,MORTGAGE,7233.33,705,6,26039,0
451,15475,15450,0.14,36,debt_consolidation,0.27,MORTGAGE,3750,685,14,19670,0
452,25000,25000,0.21,36,debt_consolidation,0.1,RENT,8333.33,670,11,8575,1
453,13000,12975,0.1,36,credit_card,0.16,RENT,2333.33,730,12,4487,3
454,7550,7550,0.08,36,wedding,0.15,MORTGAGE,2512,730,7,2814,0
455,9600,9600,0.15,36,credit_card,0.33,RENT,3166.67,685,8,14774,3
456,15000,14950,0.15,60,debt_consolidation,0.15,RENT,5416.67,700,11,9171,2
457,7000,6975,0.14,36,debt_consolidation,0.22,RENT,4166.67,675,7,60550,3
458,1000,1000,0.15,36,debt_consolidation,0.29,MORTGAGE,2166.67,665,9,1748,0
459,25000,24798.43,0.13,36,debt_consolidation,0.19,RENT,6666.67,720,13,31890,1
460,24000,24000,0.14,36,credit_card,0.25,MORTGAGE,11208.33,725,23,19428,2
461,21000,21000,0.18,60,debt_consolidation,0.22,RENT,16416.67,700,21,62549,1
462,1000,1000,0.13,36,debt_consolidation,0.31,RENT,1833.33,670,7,6283,0
463,16000,16000,0.1,60,other,0.17,OWN,5000,780,6,2300,0
464,24400,24400,0.17,60,small_business,0.16,RENT,6000,725,7,13879,1
465,14675,14675,0.08,36,debt_consolidation,0.17,MORTGAGE,3166.67,720,7,22549,0
466,12000,12000,0.19,36,credit_card,0.2,MORTGAGE,4583.33,660,8,8970,0
467,8000,8000,0.13,36,credit_card,0.21,OWN,3541.67,700,13,6885,2
468,12000,12000,0.13,36,credit_card,0.08,MORTGAGE,3416.67,685,6,7708,0
469,16800,10075,0.11,60,debt_consolidation,0.13,MORTGAGE,5416.67,730,10,7258,3
470,14500,14500,0.14,36,debt_consolidation,0.18,RENT,3500,680,7,10846,0
471,25000,3925,0.17,36,debt_consolidation,0.18,RENT,8000,680,11,39502,0
472,28625,28625,0.13,60,debt_consolidation,0.21,MORTGAGE,4833.33,740,9,35863,0
473,21000,21000,0.23,60,home_improvement,0.07,MORTGAGE,20833.33,670,5,1240,3
474,7500,7500,0.1,60,other,0.15,MORTGAGE,7083.33,780,11,16449,1
475,11875,11775,0.1,36,debt_consolidation,0.23,MORTGAGE,6000,730,11,28210,2
476,3600,3600,0.14,36,other,0.16,MORTGAGE,5113,690,10,715,1
477,16000,16000,0.15,36,debt_consolidation,0.2,RENT,5924.5,695,11,9365,1
478,20500,20500,0.23,60,debt_consolidation,0.25,RENT,4333.33,660,13,4699,0
479,10000,10000,0.18,36,credit_card,0.24,RENT,6250,665,9,22828,0
480,15000,15000,0.17,60,debt_consolidation,0.11,RENT,3333.33,695,4,6147,2
481,10000,10000,0.12,36,other,0.22,MORTGAGE,3417,680,13,18069,0
482,11000,11000,0.12,36,debt_consolidation,0.08,OWN,3820.27,685,7,6844,0
483,25000,25000,0.19,60,credit_card,0.28,RENT,5833.33,690,20,33127,0
484,15000,15000,0.1,36,debt_consolidation,0.27,MORTGAGE,7666.67,675,16,71879,1
485,5600,5600,0.14,36,debt_consolidation,0.26,RENT,3833.33,665,19,16163,0
486,20000,20000,0.12,36,debt_consolidation,0.15,RENT,4583.33,720,15,16575,2
487,25450,25450,0.2,60,credit_card,0.34,OWN,4750,665,20,14435,1
488,7000,7000,0.11,36,debt_consolidation,0.09,RENT,6333.33,715,6,349,0
489,10400,10400,0.12,36,credit_card,0.19,RENT,3333.33,690,11,11964,0
490,25000,24975,0.15,36,credit_card,0.16,RENT,7250,705,6,10770,2
491,20000,13000,0.12,36,other,0.19,MORTGAGE,7501,705,17,17212,7
492,16000,15800,0.17,60,credit_card,0.13,MORTGAGE,4583.33,675,7,5729,0
493,15000,15000,0.08,36,major_purchase,0.22,MORTGAGE,7500,725,10,18756,0
494,24625,24625,0.2,60,debt_consolidation,0.21,RENT,5166.67,675,14,20694,0
495,21850,21850,0.13,36,credit_card,0.28,RENT,4166.67,690,12,20497,0
496,6000,6000,0.15,36,debt_consolidation,0.16,MORTGAGE,7500,670,10,5263,1
497,6700,6636.91,0.16,36,debt_consolidation,0.22,MORTGAGE,4700,725,11,9007,9
498,10000,9225.43,0.12,36,moving,0.1,RENT,7667,700,9,17328,0
499,5775,5775,0.15,36,debt_consolidation,0.04,RENT,5000,670,8,10088,2
500,14475,14475,0.15,36,credit_card,0.24,RENT,4166.67,680,12,13294,1
501,8000,8000,0.17,36,debt_consolidation,0.28,RENT,2833.33,670,10,9926,3
502,15000,15000,0.12,36,debt_consolidation,0.14,MORTGAGE,5416.67,700,10,9237,0
503,10000,10000,0.18,36,debt_consolidation,0.12,MORTGAGE,4166.67,680,6,31212,0
504,5600,5600,0.13,36,debt_consolidation,0.18,RENT,2870.33,690,6,5033,2
505,10000,10000,0.16,60,home_improvement,0.15,RENT,2290,685,5,394,2
506,13000,13000,0.14,36,debt_consolidation,0.33,MORTGAGE,5000,675,8,15208,0
507,15000,10825,0.1,60,debt_consolidation,0.12,MORTGAGE,1958.33,745,8,3584,1
508,2100,2100,0.12,36,credit_card,0.26,RENT,2555.16,680,8,21190,0
509,12000,12000,0.12,36,debt_consolidation,0.2,MORTGAGE,7666.67,685,10,5832,0
510,1000,1000,0.13,36,other,0.2,RENT,3500,670,9,11189,2
511,16000,16000,0.14,60,small_business,0.08,RENT,4166.67,735,6,4240,3
512,14000,14000,0.08,36,credit_card,0.22,RENT,3162.25,730,12,13579,0
513,14000,14000,0.1,36,debt_consolidation,0.13,RENT,7916.67,690,16,19621,0
514,20000,3850,0.12,36,debt_consolidation,0.15,RENT,6000,725,8,28585,0
515,17000,15865.55,0.11,36,debt_consolidation,0.07,MORTGAGE,6333.33,760,7,6542,1
516,7350,7350,0.11,60,debt_consolidation,0.3,MORTGAGE,5000,745,15,15093,1
517,10000,9500,0.1,36,major_purchase,0.13,RENT,4841.67,775,4,0,1
518,20000,19796.41,0.11,36,debt_consolidation,0.08,MORTGAGE,15416.67,710,10,46501,0
519,7000,7000,0.07,36,credit_card,0.05,MORTGAGE,3807.64,760,7,7196,0
520,6000,6000,0.12,60,other,0.09,RENT,9583.33,715,12,27756,0
521,12000,12000,0.1,36,debt_consolidation,0.12,MORTGAGE,5000,715,6,4515,1
522,4225,4225,0.06,36,small_business,0.15,MORTGAGE,2583.33,750,17,3907,0
523,14700,1973.77,0.12,36,debt_consolidation,0.22,RENT,3100,700,14,14694,2
524,2500,2500,0.07,36,debt_consolidation,0.07,MORTGAGE,4750,755,15,4658,2
525,4800,4775,0.15,36,moving,0,RENT,2500,670,4,0,0
526,6000,6000,0.16,36,credit_card,0.22,RENT,5583.33,665,9,36748,3
527,6000,6000,0.06,36,credit_card,0.06,MORTGAGE,7083.33,750,15,5747,0
528,1800,1800,0.15,36,other,0.07,MORTGAGE,6416.67,670,6,3394,2
529,7200,7200,0.16,36,debt_consolidation,0.25,MORTGAGE,3333.33,675,13,8903,1
530,6000,6000,0.12,36,home_improvement,0.24,MORTGAGE,8000,680,8,16139,0
531,15300,14850,0.11,36,debt_consolidation,0.11,MORTGAGE,6833.33,670,11,7106,2
532,5000,5000,0.09,36,home_improvement,0.04,MORTGAGE,2083.33,775,4,3901,2
533,10500,10500,0.18,36,credit_card,0.12,MORTGAGE,4583.33,665,9,18936,1
534,6625,6625,0.18,36,debt_consolidation,0.12,RENT,10268.25,660,9,3563,0
535,16000,16000,0.22,60,credit_card,0.11,RENT,4791.67,665,5,8474,0
536,22000,22000,0.16,60,debt_consolidation,0.26,RENT,4166.67,675,10,25245,0
537,5000,5000,0.15,60,house,0.1,RENT,6833.33,680,11,5045,1
538,20000,20000,0.09,36,credit_card,0.11,RENT,12083.33,680,8,25672,0
539,1500,1500,0.13,36,major_purchase,0.21,MORTGAGE,7083.33,670,8,4665,1
540,8000,8000,0.07,36,car,0.03,MORTGAGE,5666.67,730,7,5964,0
541,18225,18225,0.16,60,debt_consolidation,0.32,MORTGAGE,7166.67,705,19,29219,2
542,5000,5000,0.08,36,debt_consolidation,0.08,MORTGAGE,2916.67,740,6,12444,1
543,10000,10000,0.14,36,debt_consolidation,0.11,RENT,2629,685,5,10029,0
544,8000,8000,0.18,36,small_business,0.29,RENT,2083.33,670,4,9059,0
545,6000,6000,0.11,36,debt_consolidation,0.12,RENT,6000,720,14,25090,4
546,24250,24225,0.19,60,debt_consolidation,0.23,RENT,5000,685,13,14392,1
547,8700,8700,0.13,36,home_improvement,0.05,RENT,14166.67,675,11,19036,0
548,20400,20375,0.15,60,debt_consolidation,0.1,RENT,6733.33,725,8,11149,2
549,9000,9000,0.07,36,other,0.16,RENT,3333.33,740,10,8689,0
550,16100,16100,0.11,36,debt_consolidation,0.25,MORTGAGE,6250,715,14,9737,0
551,35000,35000,0.21,36,debt_consolidation,0.11,MORTGAGE,7702,670,8,11346,0
552,4600,4600,0.08,36,debt_consolidation,0.09,MORTGAGE,6500,700,9,12942,0
553,14400,5325,0.14,36,credit_card,0.23,MORTGAGE,4583.33,685,13,17568,4
554,5000,5000,0.11,36,other,0.14,RENT,3333.33,685,10,8436,0
555,5500,5500,0.19,36,home_improvement,0.02,OWN,7500,660,3,2530,1
556,25000,15800,0.14,60,debt_consolidation,0.2,MORTGAGE,5416.67,720,13,21168,2
557,5000,5000,0.14,36,debt_consolidation,0.11,RENT,10625,670,8,8054,0
558,10000,10000,0.15,36,debt_consolidation,0.12,RENT,2791.67,710,6,12139,1
559,20000,13975,0.12,36,home_improvement,0.03,MORTGAGE,5050,740,6,6863,4
560,10000,10000,0.17,36,debt_consolidation,0.1,RENT,1658,680,3,4902,0
561,17000,17000,0.1,36,debt_consolidation,0.24,RENT,5416.67,740,16,5992,4
562,25000,25000,0.22,60,credit_card,0.24,MORTGAGE,5000,665,16,25348,1
563,5000,5000,0.08,36,debt_consolidation,0.07,RENT,8666.67,710,9,4572,0
564,6000,6000,0.13,36,credit_card,0.21,MORTGAGE,5416.67,685,19,15107,2
565,8000,8000,0.17,36,credit_card,0.07,RENT,5833.33,670,8,5350,2
566,12000,12000,0.14,36,wedding,0.15,RENT,8666.67,695,10,9624,1
567,3000,3000,0.09,36,other,0.13,RENT,4500,720,9,2541,2
568,5000,5000,0.06,60,major_purchase,0.12,RENT,1667,770,6,1108,0
569,3200,3200,0.1,36,debt_consolidation,0.16,MORTGAGE,3750,705,9,4283,1
570,7625,7625,0.18,36,credit_card,0.16,RENT,3166.67,670,4,8030,0
571,3000,3000,0.22,60,other,0,OWN,1471,690,3,0,0
572,5000,5000,0.11,36,home_improvement,0.07,MORTGAGE,3125,730,4,7187,1
573,18500,18500,0.13,36,debt_consolidation,0.08,RENT,5000,685,6,13490,0
574,18000,18000,0.14,36,debt_consolidation,0.15,MORTGAGE,4000,690,11,13877,0
575,4200,4200,0.11,36,car,0.12,RENT,3000,695,11,10067,0
576,5000,4975,0.07,36,vacation,0.02,MORTGAGE,5416.67,725,8,2937,1
577,19000,19000,0.12,60,credit_card,0.14,MORTGAGE,4791.67,730,9,16348,0
578,15000,15000,0.17,36,debt_consolidation,0.07,RENT,7916.67,675,5,5355,1
579,18625,18625,0.2,60,credit_card,0.23,RENT,4000,680,15,26050,2
580,6075,6075,0.08,36,debt_consolidation,0.28,RENT,1083.33,720,8,11539,0
581,12500,12500,0.15,36,debt_consolidation,0.18,MORTGAGE,3916.67,690,7,8221,3
582,5000,5000,0.15,36,debt_consolidation,0.05,RENT,7083.33,665,12,8225,1
583,10000,10000,0.12,36,credit_card,0.23,RENT,3083.33,690,14,13638,0
584,8000,8000,0.17,36,credit_card,0.21,RENT,3750,660,6,4010,0
585,20000,19975,0.16,36,debt_consolidation,0.21,RENT,5000,680,12,24352,1
586,9600,9600,0.13,36,credit_card,0.15,RENT,4250,685,17,7713,1
587,3600,3600,0.1,36,credit_card,0.11,RENT,2108.33,695,14,4467,0
588,14075,14075,0.19,36,other,0.13,RENT,3033.33,690,6,13036,0
589,3000,3000,0.08,36,major_purchase,0.11,RENT,3500,735,9,0,2
590,35000,34975,0.1,36,debt_consolidation,0.26,RENT,9220,760,12,40782,1
591,1700,1700,0.07,36,car,0.05,RENT,2250,750,4,4527,0
592,8800,8800,0.08,36,other,0.21,MORTGAGE,4833,790,6,306,4
593,24250,23985.41,0.12,36,debt_consolidation,0.18,MORTGAGE,8910.42,740,16,81940,0
594,10750,10166.42,0.11,36,credit_card,0.12,MORTGAGE,4416.67,720,9,12619,1
595,6000,6000,0.16,36,debt_consolidation,0.25,MORTGAGE,3264,660,13,6347,1
596,15000,15000,0.1,36,credit_card,0.19,MORTGAGE,5000,700,13,33389,0
597,15000,15000,0.14,36,credit_card,0.16,MORTGAGE,5500,700,10,12413,2
598,10000,10000,0.13,36,credit_card,0.14,RENT,7500,680,12,3235,0
599,5950,5950,0.12,36,credit_card,0.22,MORTGAGE,5000,690,9,47746,0
600,10000,10000,0.11,36,debt_consolidation,0.08,OWN,5833.33,700,15,11620,0
601,4000,4000,0.15,36,other,0.11,RENT,2916.67,670,6,1651,1
602,15000,14675,0.08,36,home_improvement,0.01,MORTGAGE,10417,780,8,1343,1
603,10000,9850,0.15,36,debt_consolidation,0.19,RENT,2500,665,8,9092,1
604,8875,8875,0.13,36,other,0.3,OWN,2166.67,700,9,6797,1
605,2400,2400,0.11,36,credit_card,0.11,RENT,2000,705,4,3055,0
606,25000,24950,0.21,60,debt_consolidation,0.19,RENT,8000,675,9,19548,0
607,5500,5500,0.16,36,other,0.19,MORTGAGE,3937.08,685,6,689,8
608,6000,6000,0.13,36,credit_card,0.23,RENT,2916.67,685,11,3334,0
609,18000,18000,0.19,60,debt_consolidation,0.06,MORTGAGE,7500,690,8,20675,1
610,28000,27975,0.08,36,small_business,0.06,MORTGAGE,7000,800,8,771,2
611,32000,32000,0.16,60,debt_consolidation,0.15,RENT,7055,725,8,16174,1
612,6000,6000,0.13,36,credit_card,0.05,RENT,2625,690,5,4299,1
613,7200,7200,0.09,60,debt_consolidation,0.25,MORTGAGE,3750,750,13,7283,0
614,11500,11500,0.11,36,debt_consolidation,0.1,RENT,2916.67,700,6,9562,0
615,4800,4800,0.05,36,major_purchase,0.1,MORTGAGE,6333.33,790,13,10704,0
616,4000,4000,0.11,36,debt_consolidation,0.23,MORTGAGE,2333.33,685,21,3522,0
617,15000,15000,0.11,36,other,0.14,RENT,9083.33,720,11,26902,0
618,15000,15000,0.18,36,debt_consolidation,0.21,MORTGAGE,5319.17,675,13,5613,3
619,25000,25000,0.12,36,debt_consolidation,0.01,MORTGAGE,16666.67,705,7,2839,0
620,4800,4800,0.19,60,other,0.28,RENT,1560,680,9,6563,0
621,9500,9500,0.07,36,debt_consolidation,0.19,MORTGAGE,3583.33,735,8,5240,0
622,15000,6200,0.13,36,home_improvement,0.14,MORTGAGE,8750,705,8,21702,3
623,6000,6000,0.14,36,debt_consolidation,0.08,RENT,6250,675,6,3507,0
624,12300,12300,0.06,36,debt_consolidation,0.07,RENT,6666.67,740,10,10976,0
625,24000,23950,0.08,36,other,0.18,OWN,4250,755,6,19509,0
626,2000,1975,0.11,36,other,0.21,MORTGAGE,6833.33,705,19,20653,5
627,14000,14000,0.1,36,debt_consolidation,0.23,MORTGAGE,8750,710,8,25026,0
628,10000,10000,0.12,36,debt_consolidation,0.06,OWN,5000,700,5,10752,0
629,13000,8113.74,0.1,36,small_business,0.16,MORTGAGE,3500,785,6,0,1
630,5000,5000,0.16,60,other,0.12,RENT,5416.67,690,7,8745,1
